"","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_verifications","latitude","longitude","room_type","accommodates","bathrooms","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","number_of_reviews","reviews_per_month","review_scores_rating","instant_bookable","fully_booked_30","host_since_months_int"
"153","within an hour",100,74,"FALSE",35,"phone_email",-33.89987,18.40457,"Entire home/apt",6,3,3,3,9676,14,365,14,365,1,1,5,"FALSE","no",97
"154","within an hour",100,98,"TRUE",8,"phone_email",-34.01016,18.37726,"Private room",2,1,1,1,2729,3,21,1.5,731,33,1.1,4.91,"TRUE","no",154
"155","within an hour",100,100,"FALSE",1,"phone_email",-33.9135235,18.4251448,"Entire home/apt",2,1,0,1,1118,2,365,2.2,1125,11,1.28,4.09,"TRUE","no",17
"156","within an hour",100,96,"TRUE",41,"phone_email",-33.95333,18.38079,"Entire home/apt",2,1,1,1,3819,2,60,2.1,1125,87,0.92,4.93,"FALSE","no",126
"157","within an hour",100,100,"FALSE",108,"phone_only",-33.82344436,18.47785398,"Entire home/apt",4,1,2,3,1722,1,1125,2.4,1125,14,0.43,4.79,"TRUE","no",163
"158","within an hour",97,95,"FALSE",31,"phone_email",-33.92065565,18.42361152,"Entire home/apt",4,2,2,2,1302,2,365,2,365,26,1.03,4.77,"FALSE","yes",85
"159","within a few hours",100,96,"TRUE",1,"phone_email",-33.98856,18.45276,"Entire home/apt",2,1,1,2,1085,3,21,3,21,25,0.71,4.8,"FALSE","no",139
"160","a few days or more",0,50,"FALSE",1,"phone_only",-33.93842,18.49475,"Entire home/apt",2,1,1,2,550,14,730,14,730,6,0.13,5,"FALSE","yes",88
"161","within an hour",100,100,"FALSE",108,"phone_only",-33.893448,18.482618,"Entire home/apt",2,1,1,1,1338,1,1125,2.4,1125,3,0.04,3.33,"TRUE","no",163
"162","within an hour",100,95,"TRUE",5,"phone_email",-33.91041,18.39552,"Entire home/apt",2,1,1,1,1034,21,180,21,180,75,0.69,4.92,"FALSE","yes",160
"163","within an hour",100,100,"FALSE",108,"phone_only",-33.817463,18.475157,"Entire home/apt",4,2,2,2,1662,1,1125,2.4,1125,13,0.17,4.54,"TRUE","no",163
"164","within an hour",100,98,"TRUE",1,"phone_email",-34.12048,18.45635,"Entire home/apt",3,1,1,2,828,2,90,2,1125,88,0.81,4.97,"FALSE","yes",117
"165","within an hour",100,94,"TRUE",2,"phone_only",-33.92403,18.41908,"Entire home/apt",2,1,1,1,1389,1,365,1,365,3,0.51,5,"FALSE","yes",150
"166","within a day",80,21,"FALSE",4,"phone_email",-34.034,18.42832,"Entire home/apt",16,6,8,14,24000,7,1125,7,1125,1,0.05,5,"FALSE","no",152
"167","within an hour",100,100,"FALSE",1,"phone_email",-33.92705,18.41513,"Entire home/apt",2,1,0,2,1119,3,1125,3,1125,43,0.75,4.86,"TRUE","yes",151
"168","within an hour",100,99,"TRUE",5,"phone_email",-33.80841118,18.47041145,"Entire home/apt",2,1,1,1,1158,2,365,1.5,731,57,2.59,4.86,"TRUE","no",122
"169","within a few hours",100,100,"TRUE",1,"phone_email",-34.15298,18.42864,"Entire home/apt",3,1,1,1,755,4,1125,4,1125,61,0.48,4.87,"FALSE","yes",136
"170","within an hour",100,91,"TRUE",1,"phone_email",-34.00809,18.43129,"Entire home/apt",4,1,1,2,2842,2,28,2.2,28,51,1.61,4.98,"FALSE","no",106
"171","within an hour",100,100,"TRUE",1,"phone_email",-33.92077,18.38229,"Entire home/apt",2,1,0,1,753,2,1125,2,1125,205,1.93,4.76,"TRUE","yes",125
"172","within an hour",100,100,"FALSE",48,"phone_email",-33.81747,18.47464,"Entire home/apt",4,2,2,3,1280,3,31,3,731,1,1,2,"TRUE","no",99
"173","within an hour",100,100,"FALSE",1,"phone_email",-34.16318,18.43024,"Entire home/apt",4,2,2,3,1750,2,365,2,365,22,0.47,5,"FALSE","no",57
"174","within an hour",100,91,"TRUE",1,"phone_email",-33.95147,18.38104,"Entire home/apt",2,1,1,1,3472,2,1125,2,1125,52,0.9,4.96,"FALSE","no",73
"175","within an hour",99,97,"FALSE",41,"phone_email",-33.9224339,18.4179849,"Entire home/apt",2,1,1,1,1527,2,60,2,1125,4,0.29,4.25,"FALSE","yes",24
"176","within an hour",100,100,"FALSE",2,"phone_email",-34.1093122,18.4674372,"Entire home/apt",2,1,1,1,1026,1,365,5.4,365,1,0.67,5,"TRUE","no",10
"177","within an hour",100,100,"FALSE",3,"phone_email",-33.92043,18.42341,"Entire home/apt",2,1,1,1,1131,15,365,15,365,1,0.52,5,"FALSE","no",40
"178","within an hour",100,63,"TRUE",1,"phone_email",-34.194255,18.3760751,"Entire home/apt",6,3.5,3,4,3953,2,365,2.2,365,39,1.18,4.97,"FALSE","no",43
"179","within an hour",100,93,"TRUE",2,"phone_email",-34.07821,18.86088,"Entire home/apt",8,3.5,4,5,6325,7,90,5,90,34,0.32,5,"FALSE","no",126
"180","within an hour",100,86,"TRUE",24,"phone_email",-34.21022267,18.46002937,"Entire home/apt",6,2,3,4,2227,4,27,4.6,54.8,18,1.71,5,"FALSE","no",161
"181","within a few hours",100,95,"FALSE",3,"phone_email",-33.94992,18.48577,"Entire home/apt",2,1,1,1,383,5,90,5,90,24,0.54,4.83,"FALSE","no",136
"182","a few days or more",20,11,"FALSE",2,"phone_email",-34.09603,18.37502,"Entire home/apt",4,2,2,3,2017,3,1125,3,1125,46,0.4,4.98,"FALSE","yes",128
"183","within an hour",100,96,"FALSE",9,"phone_email",-34.01136029,18.40201426,"Entire home/apt",2,1,1,1,2778,1,1125,1,1125,3,0.33,4.67,"TRUE","yes",152
"184","within an hour",100,93,"TRUE",5,"phone_email",-33.94969,18.3816,"Entire home/apt",8,2,4,5,6000,3,90,3,90,165,1.4,4.88,"FALSE","no",139
"185","within an hour",100,100,"TRUE",3,"phone_email",-34.13488,18.41481,"Entire home/apt",2,1,1,1,623,2,60,2.1,1125,19,0.16,4.84,"FALSE","no",144
"186","within an hour",100,91,"FALSE",1,"phone_email",-34.13996,18.3584,"Private room",2,1,1,1,630,1,1125,1,1125,68,0.97,4.78,"FALSE","yes",110
"187","within an hour",100,91,"TRUE",52,"phone_email",-33.9429502,18.4240325,"Entire home/apt",2,1,1,1,1424,1,1125,2,1125,3,0.27,5,"FALSE","no",21
"188","within an hour",100,100,"FALSE",3,"phone_email",-33.91851017,18.38692032,"Entire home/apt",2,1,1,1,896,2,1125,2.5,1125,7,0.32,4.57,"TRUE","no",121
"189","within an hour",85,72,"FALSE",21,"phone_email",-33.92680139,18.38253658,"Entire home/apt",8,3,4,5,5538,2,120,2,120,7,0.33,4.71,"FALSE","no",88
"190","within an hour",100,100,"FALSE",1,"phone_email",-33.87789,18.6398,"Entire home/apt",6,2,3,4,3938,3,365,3,365,3,0.16,4.33,"FALSE","no",117
"191","within a few hours",100,90,"TRUE",5,"phone_email",-33.96569858,18.37547956,"Private room",2,1,1,1,9844,3,365,3,365,21,0.96,5,"FALSE","no",30
"192","within a few hours",100,66,"FALSE",2,"phone_email",-33.94227242,18.47589777,"Private room",2,1,1,1,452,2,14,2,14,14,0.67,4.71,"FALSE","no",92
"193","within an hour",100,98,"FALSE",1,"phone_email",-33.9001223,18.4072309,"Entire home/apt",5,1,2,2,14850,1,90,1,1125,77,4.49,4.75,"TRUE","yes",78
"194","within an hour",100,88,"TRUE",1,"phone_email",-33.94294898,18.42413639,"Entire home/apt",2,1,1,1,958,2,30,2,30,3,0.5,5,"FALSE","no",119
"195","within an hour",97,88,"TRUE",9,"phone_email",-33.92004843,18.42320721,"Entire home/apt",4,2,2,2,1893,1,365,2.2,1125,4,0.68,3.75,"FALSE","no",134
"196","within a few hours",100,88,"TRUE",1,"phone_email",-34.11521,18.82359,"Entire home/apt",4,2,3,3,3248,3,90,3,90,9,0.2,5,"FALSE","no",77
"197","within an hour",100,100,"FALSE",1,"phone_email",-34.12694489,18.38796562,"Private room",2,1,1,2,715,2,1125,2,1125,5,0.56,5,"FALSE","no",120
"198","within an hour",100,98,"FALSE",2,"phone_email",-34.11859442,18.82915523,"Entire home/apt",2,1,1,1,391,1,1125,1,1125,2,0.88,4,"FALSE","yes",114
"199","within an hour",100,100,"TRUE",2,"phone_email",-34.01993,18.45341,"Entire home/apt",8,3.5,4,5,9000,7,21,7,1125,5,0.15,5,"FALSE","yes",96
"200","within an hour",100,100,"FALSE",1,"phone_email",-34.05566,18.82359,"Private room",3,1,1,2,371,1,1125,1,1125,53,1.25,4.87,"TRUE","no",88
"201","within an hour",100,99,"FALSE",43,"phone_email",-33.92708759,18.42637185,"Entire home/apt",2,1,1,1,1135,1,1125,1,844.2,16,1.45,4.88,"TRUE","no",38
"202","within an hour",100,95,"TRUE",23,"phone_email",-34.12478,18.44919,"Entire home/apt",4,1,2,3,2372,2,365,3.2,365,4,0.3,5,"FALSE","no",166
"203","within an hour",100,82,"TRUE",12,"phone_email",-33.97568359,18.4612322,"Entire home/apt",8,3,4,6,10026,4,21,4,21,3,0.33,5,"FALSE","yes",149
"204","within an hour",99,91,"FALSE",32,"phone_only",-33.90792835,18.39524564,"Entire home/apt",4,2,2,2,2800,4,365,4,365,2,0.23,4.5,"FALSE","yes",39
"205","within a few hours",100,89,"FALSE",1,"phone_email",-34.16827,18.85217,"Entire home/apt",3,2,2,2,1953,2,365,2,365,8,0.39,4.88,"FALSE","no",114
"206","within an hour",100,100,"FALSE",1,"phone_email",-33.7868999,18.4590511,"Entire home/apt",4,2,2,3,1407,3,180,3,180,5,0.91,5,"FALSE","no",159
"207","within a few hours",100,83,"FALSE",2,"phone_email",-33.97291,18.45711,"Entire home/apt",2,1,1,1,1079,2,120,2,120,29,0.25,5,"FALSE","no",126
"208","within an hour",100,88,"FALSE",2,"phone_only",-33.89728,18.5094,"Entire home/apt",4,2,2,3,2500,2,363,2,363,3,0.41,5,"TRUE","no",88
"209","within a day",100,20,"FALSE",8,"phone_email",-33.8113537,18.4730857,"Private room",2,1,1,1,1040,1,90,1.3,90,1,0.11,5,"FALSE","no",38
"210","within a day",100,100,"FALSE",2,"phone_email",-34.0519491,18.3380183,"Entire home/apt",2,1,1,1,1658,2,1125,2,1125,9,0.38,5,"TRUE","no",35
"211","within an hour",97,98,"TRUE",12,"phone_email",-33.90991,18.4151,"Entire home/apt",2,1,1,1,1454,1,60,1,1125,66,3.16,4.91,"TRUE","no",30
"212","within a few hours",100,100,"FALSE",1,"phone_email",-34.125394,18.450384,"Entire home/apt",2,1,1,2,1103,2,150,2,150,4,0.6,4.75,"FALSE","yes",16
"213","within a few hours",100,96,"TRUE",1,"phone_email",-34.09709,18.35775,"Entire home/apt",4,1,2,3,960,2,365,2,365,198,1.87,4.96,"FALSE","no",112
"214","within a few hours",100,54,"FALSE",3,"phone_email",-33.91794586,18.42365837,"Entire home/apt",2,1,1,1,1336,14,93,12.5,93,34,0.67,4.62,"FALSE","yes",59
"215","within an hour",96,94,"TRUE",75,"phone_email",-33.96170425,18.37474632,"Entire home/apt",6,4,3,3,6403,3,365,3.9,365,30,0.37,4.57,"FALSE","no",156
"216","within an hour",100,65,"TRUE",4,"phone_email",-33.96232,18.38487,"Entire home/apt",6,3,3,3,13500,5,90,5,90,7,0.09,4.86,"FALSE","yes",138
"217","within an hour",100,100,"FALSE",46,"phone_only",-33.9129103,18.3919639,"Entire home/apt",2,1,0,1,1230,1,60,1.9,1125,6,3.67,4.33,"TRUE","no",29
"218","within an hour",100,90,"FALSE",3,"phone_email",-34.02230815,18.35718645,"Entire home/apt",2,1,1,1,1800,2,30,2,30,18,1.59,4.89,"FALSE","no",140
"219","within a day",100,95,"FALSE",1,"phone_email",-34.097275,18.358044,"Entire home/apt",10,4.5,6,8,10628,2,365,2.3,365,59,1.09,4.97,"FALSE","no",63
"220","within a few hours",100,81,"TRUE",2,"phone_email",-33.97066,18.4894,"Entire home/apt",2,1,1,1,890,2,90,2,90,13,0.1,4.92,"FALSE","yes",139
"221","within an hour",94,97,"TRUE",14,"phone_email",-33.92399,18.37976,"Entire home/apt",4,1,2,2,1901,3,365,3.1,365,49,2.28,4.76,"FALSE","no",101
"222","within an hour",90,98,"FALSE",30,"phone_email",-33.97742388,18.46590203,"Entire home/apt",4,2,2,2,1807,2,365,2.3,365,2,0.75,4,"TRUE","yes",29
"223","within an hour",100,60,"TRUE",5,"phone_email",-33.81549,18.48515,"Entire home/apt",8,2,3,5,4250,10,730,10,730,3,0.07,5,"FALSE","yes",122
"224","within an hour",100,100,"FALSE",38,"phone_email",-33.9104344,18.42119083,"Entire home/apt",4,2,2,3,6746,2,1125,2,73,2,0.1,4.5,"TRUE","no",51
"225","within an hour",92,87,"TRUE",2,"phone_email",-33.91699,18.42228,"Entire home/apt",3,1,1,2,786,3,365,3,365,63,3.24,4.79,"TRUE","no",153
"226","within an hour",100,90,"TRUE",3,"phone_only",-34.06556616,18.83548469,"Entire home/apt",8,3,4,5,2610,3,29,3.1,29,1,0.11,3,"FALSE","no",31
"227","within an hour",100,100,"TRUE",3,"phone_email",-33.90087079,18.40256571,"Entire home/apt",4,1,2,2,3265,2,21,2,21,63,2.78,4.97,"FALSE","yes",124
"228","within an hour",100,100,"FALSE",1,"phone_email",-33.89598,18.61356,"Entire home/apt",2,1,1,1,473,2,365,2,365,10,1.81,4.9,"TRUE","yes",14
"229","within a day",50,58,"FALSE",1,"phone_email",-33.79547,18.45883,"Entire home/apt",4,2,2,2,1350,2,1125,2,1125,32,0.26,4.88,"FALSE","no",134
"230","within an hour",100,95,"FALSE",4,"phone_email",-33.91982,18.42356,"Entire home/apt",2,1,1,1,1548,1,365,1,365,4,0.71,4.5,"TRUE","no",118
"231","within an hour",100,88,"FALSE",2,"phone_email",-33.98013,18.47636,"Entire home/apt",6,2,3,3,3276,1,1125,2.3,1125,82,0.77,4.9,"FALSE","no",115
"232","within a few hours",100,65,"TRUE",3,"phone_only",-33.90753,18.40866,"Entire home/apt",2,1,1,2,1177,6,120,6,120,40,0.4,4.8,"FALSE","no",136
"233","within an hour",100,63,"FALSE",2,"phone_email",-33.94938,18.38494,"Entire home/apt",6,3,3,3,2551,5,1125,5,1125,99,1.03,4.94,"FALSE","no",108
"234","within an hour",100,100,"TRUE",2,"phone_email",-34.029463,18.3452416,"Entire home/apt",2,1,1,1,2247,2,29,2,29,10,0.48,5,"FALSE","yes",30
"235","within an hour",100,94,"TRUE",27,"phone_email",-33.82494505,18.4835639,"Entire home/apt",2,1,1,1,767,2,14,1.4,1125,47,2.13,4.94,"FALSE","no",43
"236","within an hour",100,100,"TRUE",3,"phone_email",-34.03287,18.43365,"Entire home/apt",2,1,1,1,1200,2,1125,2,1125,130,1.74,4.88,"TRUE","no",100
"237","within an hour",100,90,"FALSE",13,"phone_email",-33.9283675,18.3809329,"Entire home/apt",2,1,1,1,1059,2,1080,2.2,1125,38,2.01,4.5,"FALSE","no",122
"238","within a day",100,50,"FALSE",1,"phone_email",-34.04878,18.45221,"Entire home/apt",6,2,3,3,4500,7,21,7,21,7,0.15,5,"FALSE","yes",54
"239","within an hour",100,94,"TRUE",3,"phone_email",-33.95455,18.38549,"Entire home/apt",8,4,4,4,10000,8,365,8,365,1,0.11,5,"FALSE","yes",149
"240","within an hour",100,84,"TRUE",63,"phone_email",-33.9238605,18.4157589,"Entire home/apt",4,2,2,2,2842,3,90,4,1125,28,1.49,4.96,"FALSE","no",133
"241","within an hour",100,100,"FALSE",1,"phone_email",-33.8913125,18.5159776,"Entire home/apt",2,1,1,1,984,2,90,2.3,1125,1,1,5,"TRUE","no",10
"242","within a few hours",100,100,"FALSE",4,"phone_email",-33.79881,18.50549,"Entire home/apt",2,1,1,1,914,2,90,2,938.7,27,0.62,4.41,"TRUE","no",135
"243","within an hour",100,89,"TRUE",5,"phone_email",-33.91942,18.39283,"Private room",1,1,1,1,595,6,190,6,190,23,0.19,4.83,"FALSE","yes",134
"244","within an hour",100,92,"TRUE",3,"phone_email",-33.91070873,18.40583334,"Entire home/apt",8,4.5,4,4,18000,7,30,6.9,30,1,0.13,5,"FALSE","yes",104
"245","within an hour",97,95,"FALSE",31,"phone_email",-33.90850885,18.4102454,"Entire home/apt",2,1,1,1,895,2,365,2,1125,26,0.81,4.65,"FALSE","no",85
"246","within an hour",100,99,"TRUE",5,"phone_email",-33.98982266,18.46791055,"Private room",2,1,1,1,799,2,365,2,365,8,0.35,4.75,"FALSE","yes",36
"247","within an hour",100,100,"TRUE",4,"phone_email",-33.93839,18.41669,"Entire home/apt",8,4.5,4,4,6617,2,21,2.3,1125,49,0.69,4.98,"FALSE","yes",120
"248","within an hour",100,100,"TRUE",6,"phone_email",-33.908649,18.400645,"Entire home/apt",6,3,3,6,2643,1,365,1.9,731,21,2.27,4.86,"TRUE","no",154
"249","within an hour",100,98,"TRUE",13,"phone_email",-34.10913583,18.46844629,"Entire home/apt",2,1,1,1,1380,2,31,2.7,31,4,0.46,4.5,"FALSE","no",149
"250","within a day",50,53,"TRUE",1,"phone_email",-33.93961,18.41619,"Entire home/apt",2,1,1,1,1032,5,30,5,30,15,0.45,4.93,"FALSE","no",41
"251","within a day",80,69,"TRUE",1,"phone_email",-33.9185815,18.3868487,"Entire home/apt",2,1,1,1,994,3,365,2.9,365,14,0.64,4.93,"FALSE","no",108
"252","within an hour",100,99,"TRUE",69,"phone_email",-33.9215591,18.3827533,"Entire home/apt",4,2,2,2,1768,2,30,3.1,14,24,2.74,4.79,"FALSE","no",46
"253","within a day",74,67,"TRUE",17,"phone_email",-33.91439,18.41623,"Entire home/apt",2,1,1,1,1579,2,14,2,14,6,0.11,4.67,"FALSE","no",70
"254","within a few hours",100,75,"FALSE",1,"phone_email",-34.13233,18.84271,"Entire home/apt",4,2,3,4,2315,5,365,5.3,365,13,0.29,4.85,"FALSE","no",57
"255","within a day",100,50,"FALSE",1,"phone_only",-34.01803,18.43544,"Entire home/apt",10,3,5,6,16000,7,365,7,365,2,0.22,5,"FALSE","no",86
"256","within an hour",100,97,"FALSE",6,"phone_email",-33.89349,18.50751,"Entire home/apt",6,2.5,3,4,2768,1,1125,1,1027.6,37,2.03,4.54,"TRUE","yes",97
"257","within a day",92,71,"TRUE",21,"phone_email",-33.9761451,18.4662484,"Entire home/apt",4,2,2,2,3669,2,1125,2.5,972.8,4,1.32,4.75,"FALSE","no",125
"258","within an hour",100,92,"TRUE",1,"phone_email",-34.11550333,18.46278402,"Private room",2,1,1,1,557,2,28,2,1125,72,2.07,5,"FALSE","no",135
"259","within an hour",100,100,"FALSE",1,"phone_only",-33.92619158,18.41314461,"Entire home/apt",2,1,1,1,945,1,365,1,365,3,3,5,"FALSE","no",45
"260","within an hour",100,90,"FALSE",14,"phone_email",-33.9541,18.38849,"Entire home/apt",6,4.5,4,5,19291,5,365,5.1,365,5,0.13,5,"FALSE","no",141
"261","within an hour",90,44,"FALSE",11,"phone_email",-33.92401,18.4229,"Private room",2,1,1,1,760,1,365,1,365,2,0.09,4,"FALSE","no",41
"262","a few days or more",40,45,"FALSE",6,"phone_email",-33.921244,18.420606,"Entire home/apt",2,1,1,1,1031,1,365,1,365,3,0.13,2.67,"FALSE","no",30
"263","within an hour",100,98,"TRUE",2,"phone_email",-33.9303337,18.4016767,"Entire home/apt",4,2,2,2,5215,2,90,1.4,488.6,8,0.79,5,"TRUE","no",123
"264","within an hour",100,100,"FALSE",2,"phone_email",-34.09812,18.4857,"Entire home/apt",5,2,3,4,1109,5,180,5,477.8,34,1.08,4.59,"FALSE","no",76
"265","within an hour",100,100,"FALSE",1,"phone_email",-33.81839,18.47531,"Entire home/apt",4,2,2,3,1642,2,365,2.3,1125,40,3.52,4.53,"TRUE","no",21
"266","within an hour",92,100,"FALSE",9,"phone_email",-33.9225,18.4176,"Entire home/apt",2,1,0,1,896,2,365,2.2,1125,9,0.33,4.89,"TRUE","no",37
"267","within an hour",100,96,"TRUE",2,"phone_email",-34.11171,18.82615,"Entire home/apt",2,1,1,1,873,1,1125,1,1125,60,1.03,4.93,"TRUE","no",80
"268","within an hour",70,100,"FALSE",6,"phone_email",-33.8099,18.46973,"Entire home/apt",4,2,2,3,4300,2,1125,2,1125,3,0.04,5,"TRUE","no",103
"269","within an hour",100,96,"TRUE",8,"phone_email",-33.91049,18.41238,"Entire home/apt",2,1,0,2,1569,5,120,5,1125,118,1.09,4.9,"TRUE","no",163
"270","within a few hours",100,100,"FALSE",1,"phone_email",-34.14286,18.4271,"Entire home/apt",8,3.5,4,4,2925,3,730,3,730,2,0.02,4.5,"FALSE","no",126
"271","within an hour",100,97,"FALSE",5,"phone_email",-33.87811,18.58953,"Entire home/apt",6,2,2,3,1658,1,180,1,1125,1,1,5,"TRUE","no",10
"272","within an hour",100,97,"FALSE",4,"phone_only",-33.91301,18.42336,"Entire home/apt",2,1,1,1,1472,2,30,2,1125,11,0.72,4.27,"FALSE","no",69
"273","within an hour",100,96,"TRUE",1,"phone_only",-34.16112,18.42985,"Entire home/apt",2,1,1,1,1894,3,20,3.4,1125,81,1.4,4.98,"FALSE","no",66
"274","within a day",100,63,"FALSE",1,"phone_only",-34.03454,18.34727,"Entire home/apt",6,5,3,3,5188,5,1125,5,1125,5,0.16,5,"FALSE","no",108
"275","within an hour",100,98,"FALSE",3,"phone_email",-33.92633935,18.44587075,"Entire home/apt",4,2,2,2,2489,2,90,2,90,49,2.1,4.84,"FALSE","no",134
"276","within an hour",100,89,"FALSE",1,"phone_email",-33.9257734,18.7044094,"Entire home/apt",4,2,2,2,1100,2,14,2,1125,6,1.15,5,"FALSE","no",13
"277","within a few hours",100,67,"FALSE",1,"phone_email",-33.94602066,18.38198412,"Entire home/apt",8,3,4,4,9000,5,365,5,365,1,0.11,5,"FALSE","no",176
"278","within an hour",100,92,"FALSE",1,"phone_email",-34.04081863,18.35421073,"Entire home/apt",6,2.5,3,5,2286,3,90,4,90,13,0.33,4.92,"FALSE","no",82
"279","within an hour",100,96,"TRUE",148,"phone_email",-33.93011123,18.42072499,"Entire home/apt",4,2,2,2,1698,2,1125,2.1,1125,16,1.66,4.44,"FALSE","no",91
"280","within an hour",90,53,"FALSE",6,"phone_email",-34.03299,18.35004,"Entire home/apt",5,3,3,4,3150,1,1125,1,1125,11,0.16,4.45,"FALSE","no",118
"281","within an hour",100,90,"FALSE",109,"phone_email",-33.91536,18.3905,"Entire home/apt",2,1,1,1,1708,2,180,2.3,1005.9,22,1.12,4.68,"FALSE","no",141
"282","within a day",61,64,"FALSE",33,"phone_email",-33.7912314,18.45933531,"Entire home/apt",4,2.5,2,2,1998,1,1125,2.1,1125,5,0.57,4.8,"TRUE","yes",44
"283","within an hour",100,100,"TRUE",2,"phone_email",-33.85625,18.63511,"Entire home/apt",3,1,1,2,1260,2,1125,2,1125,34,0.75,4.97,"FALSE","no",117
"284","within an hour",100,93,"TRUE",1,"phone_email",-33.83907,18.69393,"Entire home/apt",4,2,2,3,1035,3,15,3,1125,16,1.82,5,"FALSE","no",54
"285","within a day",100,100,"FALSE",1,"phone_email",-34.0127479,18.3653261,"Entire home/apt",6,3,3,3,11412,10,120,10,120,1,0.14,5,"FALSE","no",186
"286","within an hour",100,100,"FALSE",1,"phone_email",-33.80351,18.46287,"Entire home/apt",2,1,1,1,1357,1,14,1.7,1125,2,2,5,"FALSE","no",9
"287","within a few hours",100,83,"FALSE",1,"phone_email",-33.93859,18.39906,"Entire home/apt",6,3,3,3,8000,5,35,5,35,49,0.58,4.9,"FALSE","no",185
"288","within a few hours",100,88,"FALSE",1,"phone_email",-33.9106539,18.3937769,"Entire home/apt",4,2,2,2,2565,2,365,2,365,2,0.24,5,"FALSE","no",29
"289","within a few hours",100,56,"FALSE",3,"phone_email",-33.85873,18.63545,"Entire home/apt",2,1,1,1,800,1,1125,1,1125,3,0.03,4,"FALSE","yes",142
"290","within a few hours",90,92,"FALSE",25,"phone_email",-33.94941,18.47178,"Private room",1,2,1,1,320,7,365,7,365,2,0.07,4,"FALSE","no",122
"291","within a few hours",100,82,"FALSE",6,"phone_email",-33.82596,18.48008,"Entire home/apt",4,2,2,2,1665,2,90,2,1125,5,0.13,5,"TRUE","no",47
"292","within an hour",100,99,"TRUE",73,"phone_email",-33.92462222,18.38148374,"Entire home/apt",2,1,1,1,822,1,365,1,365,4,3.08,5,"FALSE","no",123
"293","within an hour",100,100,"TRUE",2,"phone_email",-33.8831996,18.5756089,"Entire home/apt",2,1,0,1,468,2,150,2,1125,74,2.8,4.92,"TRUE","no",110
"294","within an hour",100,96,"TRUE",2,"phone_email",-34.1435111,18.3249468,"Entire home/apt",7,2,4,5,2280,2,365,2.5,365,77,2.01,4.97,"FALSE","yes",119
"295","within an hour",100,75,"FALSE",1,"phone_email",-33.9780209,18.45497363,"Entire home/apt",8,2,3,5,5158,6,21,6,21,2,1.05,5,"FALSE","no",140
"296","within an hour",100,95,"TRUE",3,"phone_email",-34.01027,18.35129,"Entire home/apt",2,1,1,1,1485,2,30,2,30,160,1.66,4.98,"FALSE","no",115
"297","within an hour",100,97,"FALSE",13,"phone_email",-33.91813548,18.41796554,"Entire home/apt",4,2,2,0,3500,3,180,3,180,17,0.47,5,"FALSE","yes",170
"298","within an hour",100,90,"FALSE",32,"phone_email",-33.9192387,18.4252633,"Entire home/apt",2,1,1,1,609,2,1080,2.2,1125,108,2.92,4.77,"TRUE","no",81
"299","within an hour",100,100,"FALSE",7,"phone_email",-33.911175,18.394051,"Entire home/apt",2,1,1,1,1445,3,365,3,1125,62,1.34,4.73,"FALSE","no",119
"300","within an hour",100,100,"FALSE",1,"phone_email",-33.9241699,18.4193099,"Entire home/apt",4,2.5,2,2,2557,2,90,2.1,1125,4,1.26,5,"TRUE","no",11
"301","within an hour",100,100,"FALSE",1,"phone_email",-33.9167965,18.4204204,"Entire home/apt",4,2,2,3,1870,2,30,2.3,1125,7,1.14,4.57,"TRUE","no",15
"302","within an hour",100,94,"TRUE",21,"phone_email",-33.9134,18.41946,"Entire home/apt",2,1,1,1,1338,1,91,1,1125,231,3.96,4.86,"FALSE","no",78
"303","within an hour",100,89,"TRUE",62,"phone_email",-33.9165599,18.41795,"Entire home/apt",4,2,2,2,3090,1,365,2,365,8,0.98,4.88,"TRUE","no",130
"304","within a few hours",100,90,"TRUE",1,"phone_email",-34.03160828,18.34358085,"Entire home/apt",4,1,1,2,1858,2,1125,2,1125,17,1.79,4.82,"FALSE","yes",66
